Transaction_ID,Date,SKU_ID,Product_Name,Category,Quantity_Sold,Unit_Price,Total_Amount,Store_Location,Payment_Method,Discount_Applied,Customer_Type,Channel
T019052,2025-07-16,79291279,Amul Butter 500g,Butter & Spreads,12,200.0,2400.0,South,Net Banking,32.91,Business,Offline Store
T019053,2024-05-26,93684965,Amul Mithai Mate UHT 200g,UHT & Long Life,18,150.0,2700.0,North,UPI,315.8,Loyal,Online Portal
T019054,2025-06-18,83950377,Amul Veggie Sticks 100g,Snacks & Savories,11,85.0,935.0,West,Cash,151.65,Business,Online Portal
T019055,2025-07-13,70549300,Amul Dark Chocolate 150g,Chocolates,9,114.0,1026.0,Central,Net Banking,158.7,Regular,franchise store
T019056,2024-01-05,5752287,Amul Camel Milk Chocolate 150g,Others,10,123.0,1230.0,West,Wallet,7.6,Regular,Online Portal
T019057,2024-01-22,72940877,Amul Butter Cookies 200g,Others,11,500.0,5500.0,West,Card,431.02,Occasional,franchise store
T019058,2024-01-22,70537390,Amul Cheese Spread Red Chilli Flakes 200g,Butter & Spreads,16,68.0,1088.0,West,Net Banking,190.73,Business,Online Portal
T019059,2024-02-04,16994393,Amul Taaza Milk 1L,Dairy Products,9,100.0,900.0,North,Net Banking,54.92,Regular,franchise store
T019060,2024-02-22,59239307,Amul Mozzarella Cheese 200g,Cheese & Cheese Products,14,500.0,7000.0,Central,Wallet,653.99,First-time,Online Portal
T019061,2024-01-24,35651383,Amul India Twilight Tryst 150g,Chocolates,14,150.0,2100.0,North,Net Banking,369.11,Business,franchise store
T019062,2023-12-04,72940877,Amul Butter Cookies 200g,Others,10,500.0,5000.0,Central,Cash,308.36,Regular,franchise store
T019063,2025-07-24,70134094,Amul Tru Apple Juice 200ml,Beverages,13,74.0,962.0,South,Net Banking,118.74,First-time,Offline Store
T019064,2024-02-13,26598550,Amul Masti Buttermilk 500ml,Dairy Products,7,100.0,700.0,West,Cash,96.06,New,franchise store
T019065,2024-01-20,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,6,30.0,180.0,Central,Card,23.41,Loyal,Offline Store
T019066,2024-04-27,68165390,Amul Kool Café 200ml,Beverages,9,51.0,459.0,South,Cash,34.81,Regular,Online Portal
T019067,2025-03-27,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,12,177.0,2124.0,North,UPI,174.77,Loyal,Online Portal
T019068,2023-08-31,21750991,Amul Greek Yogurt Strawberry 100g,Probiotic & Health Range,6,223.0,1338.0,East,UPI,116.36,Seasonal,Mobile App
T019069,2024-10-22,14909382,Amul Cassata Slice 120ml,Ice Creams,12,56.0,672.0,West,Card,51.53,Occasional,Offline Store
T019070,2023-09-02,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,15,30.0,450.0,North,UPI,7.19,Returning,franchise store
T019071,2023-10-30,79195263,Amul Kool Saffron Milk 200ml,Beverages,13,120.0,1560.0,North,Net Banking,48.08,First-time,franchise store
T019072,2023-10-03,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,25,500.0,12500.0,South,Wallet,305.18,Occasional,Mobile App
T019073,2024-12-19,79291279,Amul Butter 500g,Butter & Spreads,16,200.0,3200.0,Central,Card,625.04,Business,Offline Store
T019074,2025-07-12,83184284,Amul Kool Koko 200ml,Beverages,14,120.0,1680.0,West,Wallet,331.56,Seasonal,Mobile App
T019075,2024-05-21,25444452,Amul Ice Cream Cake 1kg,Others,10,500.0,5000.0,East,Wallet,182.8,Occasional,Offline Store
T019076,2024-10-04,51772550,Amul Pizza Base 200g,Bakery & Frozen,22,250.0,5500.0,East,Cash,126.97,Occasional,franchise store
T019077,2023-10-26,45319204,Amul Slim UHT Milk 1L,UHT & Long Life,22,150.0,3300.0,West,Cash,274.54,Returning,Online Portal
T019078,2024-02-18,72940877,Amul Butter Cookies 200g,Others,8,500.0,4000.0,East,Card,318.22,VIP,franchise store
T019079,2024-04-05,97719922,Amul Cheese Block 500g,Cheese & Cheese Products,9,500.0,4500.0,South,Wallet,639.09,Occasional,Offline Store
T019080,2023-08-31,14415647,Amul Kool Rose Milk 200ml,Beverages,18,120.0,2160.0,East,Wallet,112.66,Loyal,franchise store
T019081,2024-07-26,79195263,Amul Kool Saffron Milk 200ml,Beverages,5,120.0,600.0,South,Cash,27.09,Business,Online Portal
T019082,2024-03-02,79666428,Amul Pizza Cheese 1kg,Cheese & Cheese Products,14,500.0,7000.0,East,UPI,907.84,First-time,Offline Store
T019083,2025-05-10,45319204,Amul Slim UHT Milk 1L,UHT & Long Life,17,150.0,2550.0,Central,Cash,505.0,First-time,franchise store
T019084,2025-02-20,28937579,Amul Chocolate Donut 80g,Bakery Items,12,429.0,5148.0,South,UPI,908.19,Family,Mobile App
T019085,2024-01-11,26598550,Amul Masti Buttermilk 500ml,Dairy Products,11,100.0,1100.0,East,UPI,71.79,Occasional,Mobile App
T019086,2025-06-18,5752287,Amul Camel Milk Chocolate 150g,Others,16,123.0,1968.0,South,Cash,205.93,First-time,Mobile App
T019087,2024-11-02,26980737,Amul Tru Orange Juice 200ml,Beverages,16,116.0,1856.0,East,Cash,369.54,Regular,Online Portal
T019088,2024-05-22,82806583,Amul Cheese Tin 500g,Others,11,500.0,5500.0,Central,UPI,783.63,Business,Online Portal
T019089,2025-08-01,1148473,Amul Camel Milk 500ml,Others,10,500.0,5000.0,South,Card,333.72,VIP,Offline Store
T019090,2024-12-23,21365294,Amul Greek Yogurt Blueberry 100g,Probiotic & Health Range,15,245.0,3675.0,West,UPI,101.91,New,Mobile App
T019091,2025-06-07,63607529,Amul Emmental Cheese 200g,Cheese & Cheese Products,11,500.0,5500.0,West,UPI,418.05,New,Offline Store
T019092,2024-02-06,206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,8,800.0,6400.0,West,UPI,152.13,First-time,Offline Store
T019093,2025-06-09,14415647,Amul Kool Rose Milk 200ml,Beverages,15,120.0,1800.0,Central,Net Banking,216.16,Seasonal,franchise store
T019094,2023-09-10,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),19,600.0,11400.0,West,Cash,110.4,Business,Mobile App
T019095,2024-08-29,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,27,177.0,4779.0,South,Net Banking,622.41,Business,Online Portal
T019096,2025-01-25,69924743,Amul Shrikhand Mango 500g,Specialty Products,14,400.0,5600.0,East,Net Banking,149.77,New,Online Portal
T019097,2024-09-13,25032666,Amul Gold Milk 1L,Dairy Products,18,100.0,1800.0,West,Wallet,141.73,Seasonal,Mobile App
T019098,2025-02-26,35651383,Amul India Twilight Tryst 150g,Chocolates,17,150.0,2550.0,West,Cash,436.97,Returning,Offline Store
T019099,2025-07-08,62882309,Amul Frozen Paneer Tikka 500g,Bakery & Frozen,14,250.0,3500.0,North,Cash,187.25,Family,Mobile App
T019100,2025-04-14,34223963,Amul Vanilla Muffin 90g,Bakery Items,16,51.0,816.0,East,Wallet,21.53,Returning,Mobile App
T019101,2023-09-09,5752287,Amul Camel Milk Chocolate 150g,Others,16,123.0,1968.0,East,Net Banking,332.59,Loyal,Mobile App
T019102,2025-05-26,11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,5,703.0,3515.0,East,Card,105.5,Occasional,Mobile App
T019103,2023-12-04,78916050,Amul Gouda Cheese 200g,Cheese & Cheese Products,7,500.0,3500.0,Central,Wallet,8.48,Business,Offline Store
T019104,2023-11-19,16443921,Amul Fruit & Nut Chocolate 150g,Chocolates,9,150.0,1350.0,Central,UPI,2.7,Seasonal,franchise store
T019105,2025-03-24,21365294,Amul Greek Yogurt Blueberry 100g,Probiotic & Health Range,22,245.0,5390.0,South,Net Banking,71.92,Returning,franchise store
T019106,2024-03-14,93020688,Amul Cheese Spread Garlic 200g,Butter & Spreads,10,200.0,2000.0,East,Cash,70.58,VIP,Mobile App
T019107,2024-07-14,18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,10,250.0,2500.0,West,Card,94.33,Business,Mobile App
T019108,2023-08-29,51783426,Amul Cold Coffee 200ml,Beverages (New Flavors),28,375.0,10500.0,West,UPI,1382.63,Family,Mobile App
T019109,2024-12-21,63607529,Amul Emmental Cheese 200g,Cheese & Cheese Products,11,500.0,5500.0,North,Cash,363.47,Seasonal,Offline Store
T019110,2024-11-09,11288909,Amul Mithai Mate Condensed Milk 400g,Dairy Products,8,100.0,800.0,Central,Card,59.83,New,franchise store
T019111,2023-12-31,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,7,357.0,2499.0,North,Net Banking,142.41,Family,Mobile App
T019112,2024-11-02,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,8,30.0,240.0,North,Card,5.71,New,Offline Store
T019113,2023-10-05,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,13,100.0,1300.0,Central,Wallet,64.17,Occasional,Offline Store
T019114,2025-05-20,51783426,Amul Cold Coffee 200ml,Beverages (New Flavors),18,375.0,6750.0,East,Net Banking,582.61,VIP,Offline Store
T019115,2024-10-13,93020688,Amul Cheese Spread Garlic 200g,Butter & Spreads,7,200.0,1400.0,Central,Wallet,24.43,Family,Online Portal
T019116,2025-04-26,18009972,Amul Organic Ghee 500ml,Others,12,500.0,6000.0,South,UPI,349.96,First-time,Online Portal
T019117,2023-11-27,23548091,Amul Chocozoo Kids Pack 250g,Chocolates,19,150.0,2850.0,South,Cash,256.04,Occasional,Mobile App
T019118,2024-03-07,48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,26,600.0,15600.0,West,Cash,1000.8,Loyal,franchise store
T019119,2024-06-08,81997831,Amul Cheese Crackers 120g,Snacks & Savories,14,509.0,7126.0,East,Net Banking,593.63,Regular,Mobile App
T019120,2025-07-14,91980489,Amul Masala Peanuts 250g,Snacks & Savories,13,258.0,3354.0,South,Cash,456.39,Seasonal,Offline Store
T019121,2024-09-30,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,9,30.0,270.0,North,Cash,27.04,Loyal,Online Portal
T019122,2024-04-13,18009972,Amul Organic Ghee 500ml,Others,11,500.0,5500.0,South,Wallet,643.7,First-time,Mobile App
T019123,2023-09-19,37245757,Amul Spicy Potato Chips 200g,Snacks & Savories,20,54.0,1080.0,West,Wallet,194.56,First-time,franchise store
T019124,2025-01-22,16367289,Amul Strawberry Magic 750ml,Ice Creams,5,300.0,1500.0,North,UPI,77.82,Loyal,Offline Store
T019125,2025-02-14,61133075,Amul Butter Croissant 80g,Bakery Items,22,187.0,4114.0,North,Wallet,347.72,First-time,Offline Store
T019126,2024-04-23,11289388,Amul Rasmalai 500g,Specialty Products,18,400.0,7200.0,North,Cash,631.29,Occasional,Online Portal
T019127,2024-01-09,72940877,Amul Butter Cookies 200g,Others,9,500.0,4500.0,South,UPI,815.6,Regular,Online Portal
T019128,2024-07-22,91980489,Amul Masala Peanuts 250g,Snacks & Savories,12,258.0,3096.0,Central,UPI,309.91,Loyal,Mobile App
T019129,2024-10-18,41910047,Amul Gold UHT Milk 1L,UHT & Long Life,8,150.0,1200.0,South,Cash,28.12,New,Mobile App
T019130,2024-11-09,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,10,100.0,1000.0,North,Wallet,176.0,First-time,Offline Store
T019131,2024-02-14,43726257,Amul Shrikhand Kesar 500g,Specialty Products,10,400.0,4000.0,South,Wallet,525.18,First-time,Online Portal
T019132,2025-06-11,74913534,Amul Pro Milk Drink 200g,Beverages,15,120.0,1800.0,North,Card,202.05,New,franchise store
T019133,2023-11-08,21365294,Amul Greek Yogurt Blueberry 100g,Probiotic & Health Range,33,245.0,8085.0,East,Net Banking,222.2,Regular,Mobile App
T019134,2024-03-02,16994393,Amul Taaza Milk 1L,Dairy Products,16,100.0,1600.0,Central,Wallet,109.79,New,franchise store
T019135,2024-06-26,37245757,Amul Spicy Potato Chips 200g,Snacks & Savories,23,54.0,1242.0,Central,Cash,106.39,New,Offline Store
T019136,2024-08-26,36576395,Amul Kool Café Can 250ml,Others,17,500.0,8500.0,South,Net Banking,82.58,New,Mobile App
T019137,2023-12-07,28937579,Amul Chocolate Donut 80g,Bakery Items,10,429.0,4290.0,North,Card,851.36,Family,Offline Store
T019138,2024-01-11,81837793,Amul Low Fat Yogurt 100g,Health & Nutrition,21,436.0,9156.0,North,Cash,458.78,VIP,Mobile App
T019139,2025-03-05,12571772,Amul Basundi 1L,Specialty Products,12,400.0,4800.0,South,Cash,602.29,Regular,franchise store
T019140,2025-03-06,43726257,Amul Shrikhand Kesar 500g,Specialty Products,11,400.0,4400.0,East,Cash,294.47,Returning,franchise store
T019141,2025-01-28,18315080,Amul Paneer 200g,Dairy Products,23,61.0,1403.0,East,Wallet,79.12,Business,Mobile App
T019142,2024-01-01,43280889,Amul Malai Paneer 1kg,Dairy Products,11,100.0,1100.0,South,Cash,205.51,New,Mobile App
T019143,2024-12-17,62232487,Amul Milk Chocolate 150g,Chocolates,9,115.0,1035.0,Central,UPI,60.76,Business,Mobile App
T019144,2023-08-31,80405061,Amul A2 Cow Milk 1L,Others,7,500.0,3500.0,Central,Card,48.0,Family,Mobile App
T019145,2024-01-23,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,13,150.0,1950.0,East,Net Banking,196.83,Seasonal,Online Portal
T019146,2025-04-04,58937020,Amul Chocolate Brownie 100g,Bakery Items,14,218.0,3052.0,West,Wallet,357.51,Returning,Offline Store
T019147,2024-12-24,88384214,Amul Lite Spread 250g,Butter & Spreads,33,54.0,1782.0,West,Net Banking,64.02,Family,Online Portal
T019148,2024-08-01,93020688,Amul Cheese Spread Garlic 200g,Butter & Spreads,10,200.0,2000.0,South,UPI,85.74,Occasional,Online Portal
T019149,2024-10-15,82147020,Amul Almond Bar 40g,Chocolates,8,57.0,456.0,West,UPI,59.95,Business,Offline Store
T019150,2024-06-02,56068016,Amul Fortified Milk 1L,Health & Nutrition,11,600.0,6600.0,South,Card,485.59,Occasional,franchise store
T019151,2024-01-24,26598550,Amul Masti Buttermilk 500ml,Dairy Products,8,100.0,800.0,East,UPI,151.02,Regular,franchise store
T019152,2024-09-19,57348568,Amul Peanut Spread Creamy 200g,Butter & Spreads,10,51.0,510.0,West,UPI,73.53,VIP,Mobile App
T019153,2025-05-26,42543602,Amul Choco Milk 200ml,Beverages (New Flavors),11,301.0,3311.0,South,Wallet,658.86,Family,Mobile App
T019154,2024-08-30,12571772,Amul Basundi 1L,Specialty Products,18,400.0,7200.0,South,UPI,836.14,New,franchise store
T019155,2025-01-29,74913534,Amul Pro Milk Drink 200g,Beverages,18,120.0,2160.0,North,Cash,104.44,Seasonal,Mobile App
T019156,2023-12-19,97241768,Amul Chocolate Ice Cream 1L,Ice Creams,8,300.0,2400.0,East,Cash,192.72,Regular,franchise store
T019157,2024-12-10,63607529,Amul Emmental Cheese 200g,Cheese & Cheese Products,17,500.0,8500.0,West,Wallet,736.84,VIP,franchise store
T019158,2024-04-02,57348568,Amul Peanut Spread Creamy 200g,Butter & Spreads,15,51.0,765.0,East,Wallet,146.32,Regular,Online Portal
T019159,2024-06-02,36576395,Amul Kool Café Can 250ml,Others,8,500.0,4000.0,South,Net Banking,646.1,Regular,franchise store
T019160,2025-04-30,91980489,Amul Masala Peanuts 250g,Snacks & Savories,30,258.0,7740.0,North,UPI,1196.2,Business,Mobile App
T019161,2024-02-25,68165390,Amul Kool Café 200ml,Beverages,9,51.0,459.0,North,Net Banking,20.82,New,franchise store
T019162,2025-05-27,18439717,Amul Frozen Cheese Corn Nuggets 400g,Bakery & Frozen,9,250.0,2250.0,East,UPI,21.01,Occasional,franchise store
T019163,2025-02-06,82806583,Amul Cheese Tin 500g,Others,9,500.0,4500.0,North,UPI,519.91,Regular,franchise store
T019164,2024-05-19,40523156,Amul Taaza UHT Milk 1L,UHT & Long Life,15,150.0,2250.0,North,UPI,359.28,New,Mobile App
T019165,2025-02-07,13006228,Amul Dark Chocolate Ice Cream 1L,Ice Creams,6,300.0,1800.0,Central,Net Banking,63.61,Occasional,Offline Store
T019166,2024-05-11,11289388,Amul Rasmalai 500g,Specialty Products,19,400.0,7600.0,West,Net Banking,811.08,Family,Online Portal
T019167,2025-05-28,18798487,Amul Cheese Danish 120g,Bakery Items,14,53.0,742.0,Central,UPI,22.51,Loyal,franchise store
T019168,2025-02-25,43726257,Amul Shrikhand Kesar 500g,Specialty Products,8,400.0,3200.0,Central,Net Banking,205.85,Business,Offline Store
T019169,2025-06-09,16994393,Amul Taaza Milk 1L,Dairy Products,19,100.0,1900.0,East,Cash,349.0,Loyal,Offline Store
T019170,2023-12-04,61133075,Amul Butter Croissant 80g,Bakery Items,14,187.0,2618.0,North,UPI,41.43,Returning,Online Portal
T019171,2025-06-29,84729804,Amul Greek Yogurt Mango 100g,Probiotic & Health Range,5,178.0,890.0,East,Card,175.91,Loyal,Offline Store
T019172,2024-12-19,78916050,Amul Gouda Cheese 200g,Cheese & Cheese Products,10,500.0,5000.0,South,Net Banking,338.43,New,franchise store
T019173,2024-02-15,36576395,Amul Kool Café Can 250ml,Others,6,500.0,3000.0,West,Wallet,95.7,Family,franchise store
T019174,2025-01-10,51783426,Amul Cold Coffee 200ml,Beverages (New Flavors),20,375.0,7500.0,East,Card,1095.84,Seasonal,Online Portal
T019175,2024-07-21,206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,10,800.0,8000.0,West,Wallet,1081.35,Returning,Offline Store
T019176,2024-06-19,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,19,500.0,9500.0,East,Cash,865.37,New,Online Portal
T019177,2025-08-14,35651383,Amul India Twilight Tryst 150g,Chocolates,21,150.0,3150.0,South,Wallet,397.76,Loyal,franchise store
T019178,2025-04-28,57937380,Amul Protein Shake Chocolate 200ml,Health & Nutrition,15,600.0,9000.0,South,Cash,739.49,Occasional,franchise store
T019179,2025-07-28,97994268,Amul Butter Scotch Ice Cream 1L,Ice Creams,22,300.0,6600.0,East,Cash,1154.31,Business,Mobile App
T019180,2024-11-15,71235158,Amul Strawberry Lassi 250ml,Beverages (New Flavors),12,600.0,7200.0,West,UPI,902.59,Family,franchise store
T019181,2025-04-14,18798487,Amul Cheese Danish 120g,Bakery Items,27,53.0,1431.0,East,UPI,116.84,Occasional,franchise store
T019182,2023-12-03,58937020,Amul Chocolate Brownie 100g,Bakery Items,7,218.0,1526.0,North,UPI,15.2,Loyal,franchise store
T019183,2023-11-03,11071426,Amul Buffalo Ghee 1L,Ghee & Cooking Essentials,10,703.0,7030.0,Central,Cash,923.51,Occasional,Offline Store
T019184,2025-03-10,21750991,Amul Greek Yogurt Strawberry 100g,Probiotic & Health Range,9,223.0,2007.0,Central,Wallet,63.64,First-time,Online Portal
T019185,2025-03-31,48334136,Amul Protein Shake Vanilla 200ml,Health & Nutrition,24,600.0,14400.0,North,Card,1932.53,Loyal,Online Portal
T019186,2024-10-22,88384214,Amul Lite Spread 250g,Butter & Spreads,18,54.0,972.0,Central,Cash,41.84,Regular,Online Portal
T019187,2024-01-22,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,25,357.0,8925.0,North,Cash,1550.2,Loyal,Offline Store
T019188,2025-01-07,4957799,Amul Masti Dahi 400g,Probiotic & Health Range,13,250.0,3250.0,Central,Cash,78.58,Family,Offline Store
T019189,2024-01-29,51772550,Amul Pizza Base 200g,Bakery & Frozen,16,250.0,4000.0,West,Wallet,797.55,Regular,Offline Store
T019190,2023-11-29,5752287,Amul Camel Milk Chocolate 150g,Others,14,123.0,1722.0,East,Card,11.97,Returning,Offline Store
T019191,2024-12-27,16367289,Amul Strawberry Magic 750ml,Ice Creams,8,300.0,2400.0,South,Card,411.11,Loyal,Mobile App
T019192,2024-02-09,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,18,500.0,9000.0,Central,Cash,138.38,Seasonal,Mobile App
T019193,2024-09-25,41910047,Amul Gold UHT Milk 1L,UHT & Long Life,22,150.0,3300.0,East,Net Banking,317.14,Returning,Online Portal
T019194,2024-01-21,51783426,Amul Cold Coffee 200ml,Beverages (New Flavors),10,375.0,3750.0,West,Cash,250.34,Family,Mobile App
T019195,2024-08-08,26598550,Amul Masti Buttermilk 500ml,Dairy Products,7,100.0,700.0,South,Cash,116.52,VIP,Offline Store
T019196,2025-05-22,26980737,Amul Tru Orange Juice 200ml,Beverages,20,116.0,2320.0,South,Card,107.17,Occasional,Mobile App
T019197,2024-12-25,82147020,Amul Almond Bar 40g,Chocolates,10,57.0,570.0,West,Wallet,101.84,Seasonal,Online Portal
T019198,2025-04-09,69924743,Amul Shrikhand Mango 500g,Specialty Products,11,400.0,4400.0,West,Net Banking,499.56,Seasonal,Mobile App
T019199,2024-02-07,42543602,Amul Choco Milk 200ml,Beverages (New Flavors),11,301.0,3311.0,North,Net Banking,392.33,Business,Offline Store
T019200,2023-12-04,42543602,Amul Choco Milk 200ml,Beverages (New Flavors),7,301.0,2107.0,North,Cash,250.31,Seasonal,Mobile App
T019201,2025-07-13,82147020,Amul Almond Bar 40g,Chocolates,8,57.0,456.0,East,Wallet,87.34,VIP,Offline Store
T019202,2024-06-29,72940877,Amul Butter Cookies 200g,Others,7,500.0,3500.0,North,Card,553.15,Seasonal,Mobile App
T019203,2024-01-23,43726257,Amul Shrikhand Kesar 500g,Specialty Products,10,400.0,4000.0,South,Cash,556.95,New,franchise store
T019204,2024-10-17,16443921,Amul Fruit & Nut Chocolate 150g,Chocolates,8,150.0,1200.0,West,Net Banking,46.93,Business,Offline Store
T019205,2025-02-13,84729804,Amul Greek Yogurt Mango 100g,Probiotic & Health Range,11,178.0,1958.0,East,Wallet,37.12,New,Offline Store
T019206,2025-05-14,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,27,149.0,4023.0,West,Card,573.06,Loyal,Online Portal
T019207,2024-09-20,94900507,Amul Peanut Spread Crunchy 200g,Butter & Spreads,8,100.0,800.0,West,UPI,14.97,Family,franchise store
T019208,2025-02-08,44564353,Amul Fresh Cream 250ml,Dairy Products,12,100.0,1200.0,East,Wallet,96.67,Loyal,Mobile App
T019209,2025-06-06,46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,9,238.0,2142.0,South,UPI,285.11,Returning,Mobile App
T019210,2023-09-09,7241154,Amul Rajbhog Ice Cream 1L,Ice Creams,13,300.0,3900.0,North,Card,692.43,New,franchise store
T019211,2024-11-22,46612151,Amul Processed Cheese Cube 200g,Cheese & Cheese Products,8,238.0,1904.0,West,Cash,317.89,Returning,Offline Store
T019212,2025-01-02,92496774,Amul Cheese Slices 200g,Cheese & Cheese Products,11,357.0,3927.0,North,Wallet,762.0,Occasional,Mobile App
T019213,2024-04-15,70134094,Amul Tru Apple Juice 200ml,Beverages,20,74.0,1480.0,West,Cash,33.13,Loyal,Offline Store
T019214,2025-05-18,45007361,Amul Vanilla Ice Cream 1L,Ice Creams,19,149.0,2831.0,North,UPI,180.93,Seasonal,Online Portal
T019215,2024-03-03,83950377,Amul Veggie Sticks 100g,Snacks & Savories,12,85.0,1020.0,East,Cash,140.75,Loyal,Mobile App
T019216,2023-09-28,36576395,Amul Kool Café Can 250ml,Others,15,500.0,7500.0,East,UPI,724.66,New,Mobile App
T019217,2024-05-13,70134094,Amul Tru Apple Juice 200ml,Beverages,17,74.0,1258.0,East,Wallet,26.06,Returning,Offline Store
T019218,2024-04-25,13006228,Amul Dark Chocolate Ice Cream 1L,Ice Creams,8,300.0,2400.0,East,Card,268.83,Loyal,Mobile App
T019219,2025-08-07,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,24,99.0,2376.0,East,Wallet,387.34,Seasonal,Offline Store
T019220,2023-10-30,31363198,Amul Mango Lassi 250ml,Beverages (New Flavors),12,600.0,7200.0,Central,Cash,1296.27,Loyal,franchise store
T019221,2024-07-24,82147020,Amul Almond Bar 40g,Chocolates,9,57.0,513.0,South,UPI,7.25,Regular,franchise store
T019222,2024-05-20,14921131,Amul Cheesy Corn Puffs 150g,Snacks & Savories,14,550.0,7700.0,North,UPI,1378.22,Seasonal,Offline Store
T019223,2025-04-18,82806583,Amul Cheese Tin 500g,Others,9,500.0,4500.0,West,UPI,658.38,VIP,Mobile App
T019224,2024-04-29,83734632,Amul Cheese Spread Yummy Plain 200g,Butter & Spreads,23,177.0,4071.0,East,UPI,632.98,Occasional,Online Portal
T019225,2024-09-15,84729804,Amul Greek Yogurt Mango 100g,Probiotic & Health Range,9,178.0,1602.0,West,Wallet,274.69,Seasonal,Mobile App
T019226,2024-05-24,40563084,Amul Pure Ghee 500ml,Ghee & Cooking Essentials,21,411.0,8631.0,East,Card,1239.86,New,Online Portal
T019227,2024-08-31,57348568,Amul Peanut Spread Creamy 200g,Butter & Spreads,8,51.0,408.0,West,Net Banking,49.74,VIP,Offline Store
T019228,2024-10-01,23548091,Amul Chocozoo Kids Pack 250g,Chocolates,11,150.0,1650.0,West,Cash,135.95,New,Online Portal
T019229,2024-12-28,97241768,Amul Chocolate Ice Cream 1L,Ice Creams,11,300.0,3300.0,North,Cash,47.85,Seasonal,franchise store
T019230,2023-10-22,33992976,Amul Probiotic Dahi 400g,Probiotic & Health Range,3,250.0,750.0,Central,Wallet,73.86,Family,Offline Store
T019231,2023-11-04,18009972,Amul Organic Ghee 500ml,Others,12,500.0,6000.0,South,Net Banking,742.56,Business,Mobile App
T019232,2025-02-16,206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,6,800.0,4800.0,East,Wallet,772.57,Returning,Offline Store
T019233,2024-03-17,58937020,Amul Chocolate Brownie 100g,Bakery Items,11,218.0,2398.0,South,Card,402.67,VIP,Offline Store
T019234,2024-08-20,45319204,Amul Slim UHT Milk 1L,UHT & Long Life,21,150.0,3150.0,West,Net Banking,434.55,Business,franchise store
T019235,2023-10-10,37245757,Amul Spicy Potato Chips 200g,Snacks & Savories,14,54.0,756.0,South,Wallet,40.74,Business,Online Portal
T019236,2024-05-31,64829395,Amul Cream Tetra Pack 250ml,UHT & Long Life,10,150.0,1500.0,South,Net Banking,232.79,First-time,Online Portal
T019237,2024-12-11,70167474,Amul Frozen Paratha 400g,Bakery & Frozen,14,250.0,3500.0,North,Cash,561.92,New,Offline Store
T019238,2024-08-30,70134094,Amul Tru Apple Juice 200ml,Beverages,20,74.0,1480.0,West,Net Banking,38.75,Regular,Offline Store
T019239,2024-11-06,91503640,Amul Spiced Buttermilk 500ml,Dairy Products,15,99.0,1485.0,East,Cash,282.9,Occasional,Mobile App
T019240,2024-02-02,43726257,Amul Shrikhand Kesar 500g,Specialty Products,13,400.0,5200.0,West,Wallet,405.74,Occasional,Offline Store
T019241,2025-01-19,70537390,Amul Cheese Spread Red Chilli Flakes 200g,Butter & Spreads,8,68.0,544.0,East,Wallet,57.6,Loyal,franchise store
T019242,2023-11-30,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,16,500.0,8000.0,West,Card,1532.53,Regular,Online Portal
T019243,2024-01-25,71579542,Amul Mystic Mocha Chocolate 150g,Chocolates,8,30.0,240.0,West,Wallet,30.43,Family,Mobile App
T019244,2025-05-07,81837793,Amul Low Fat Yogurt 100g,Health & Nutrition,16,436.0,6976.0,South,UPI,394.92,Occasional,Mobile App
T019245,2023-11-15,53074058,Amul Cheddar Cheese 200g,Cheese & Cheese Products,13,500.0,6500.0,North,UPI,1280.62,Family,franchise store
T019246,2024-10-30,206846,Amul Cooking Butter 500g,Ghee & Cooking Essentials,11,800.0,8800.0,North,Cash,1519.9,Returning,Offline Store
T019247,2024-07-22,5752287,Amul Camel Milk Chocolate 150g,Others,24,123.0,2952.0,North,UPI,230.56,VIP,franchise store
T019248,2025-01-08,70415490,Amul Frozen Veggie Burger Patty 500g,Bakery & Frozen,8,250.0,2000.0,South,Card,235.66,First-time,Online Portal
